tac_code,manufacturer,model,device_type,operating_system,band_support,approved_date,status
443897,Sierra Wireless,Sierra Wireless X-30,iot,Embedded Linux,GSM;WCDMA,2024-12-27,active
413769,Vivo,Vivo X-75,smartphone,Android,GSM;WCDMA;LTE;NR,2025-10-10,active
597960,Netgear,Netgear X-52,router,Embedded Linux,GSM;WCDMA;LTE;NR,2023-10-10,active
935457,Huawei,Huawei X-86,router,HarmonyOS,GSM;WCDMA;LTE;NR,2025-10-19,active
338596,Huawei,Huawei X-31,tablet,HarmonyOS,GSM;WCDMA;LTE;NR,2025-10-25,active
982027,Realme,Realme X-41,smartphone,Android,GSM;WCDMA;LTE,2025-02-07,active
119857,Oppo,Oppo X-29,smartphone,Android,GSM;WCDMA;LTE;NR,2021-07-17,active
912617,Huawei,Huawei X-17,tablet,HarmonyOS,GSM;WCDMA;LTE;NR,2024-04-18,active
440839,Telit,Telit X-77,iot,RTOS,GSM;WCDMA,2021-08-18,active
458955,Realme,Realme X-97,smartphone,Android,GSM;WCDMA;LTE;NR,2025-05-20,active
607699,Apple,iPhone 13,smartphone,iOS,GSM;WCDMA;LTE;NR,2021-05-25,active
403042,Huawei,Huawei X-50,tablet,HarmonyOS,GSM;WCDMA;LTE;NR,2024-12-09,active
401769,Realme,Realme X-79,smartphone,Android,GSM;WCDMA;LTE,2023-06-25,active
943700,Samsung,Samsung X-46,smartphone,Android,GSM;WCDMA;LTE;NR,2020-06-15,active
787836,Oppo,Oppo X-37,smartphone,Android,GSM;WCDMA;LTE,2024-05-18,active
829988,Samsung,Samsung X-88,smartphone,Android,GSM;WCDMA;LTE;NR,2021-04-02,active
802371,SimCom,SimCom X-91,iot,RTOS,GSM;WCDMA,2020-07-11,active
852204,Realme,Realme X-27,smartphone,Android,GSM;WCDMA;LTE,2024-03-14,active
784607,Telit,Telit X-71,iot,RTOS,GSM;WCDMA;NR,2022-06-10,active
777273,Samsung,Samsung X-93,smartphone,Android,GSM;WCDMA;LTE;NR,2024-12-24,active
991638,SimCom,SimCom X-63,iot,RTOS,GSM;WCDMA;NR,2021-01-27,active
516278,Samsung,Samsung X-47,tablet,Android,GSM;WCDMA;LTE;NR,2020-05-19,active
732063,Xiaomi,Xiaomi X-46,smartphone,Android,GSM;WCDMA;LTE;NR,2025-09-17,active
617904,TP-Link,TP-Link X-74,router,Embedded Linux,GSM;WCDMA;LTE;NR,2021-02-11,active
270387,Lenovo,Lenovo X-33,tablet,Android,GSM;WCDMA;LTE,2022-05-19,active
807160,Samsung,Samsung X-88,tablet,Android,GSM;WCDMA;LTE;NR,2023-07-17,active
443856,Realme,Realme X-22,smartphone,Android,GSM;WCDMA;LTE,2021-08-11,active
360096,Oppo,Oppo X-40,smartphone,Android,GSM;WCDMA;LTE;NR,2022-06-10,active
710754,Apple,iPad Mini 6,tablet,iOS,GSM;WCDMA;LTE,2021-01-22,active
223967,Apple,iPhone 14,smartphone,iOS,GSM;WCDMA;LTE;NR,2025-05-23,active
223119,Lenovo,Lenovo X-57,tablet,Android,GSM;WCDMA;LTE;NR,2021-03-16,active
260626,Vivo,Vivo X-57,smartphone,Android,GSM;WCDMA;LTE;NR,2024-08-25,active
663628,TP-Link,TP-Link X-41,router,Embedded Linux,GSM;WCDMA;LTE;NR,2024-02-17,active
568449,Xiaomi,Xiaomi X-19,smartphone,Android,GSM;WCDMA;LTE;NR,2020-01-27,active
674251,SimCom,SimCom X-83,iot,RTOS,GSM;WCDMA;NR,2021-06-28,active
645617,Realme,Realme X-36,smartphone,Android,GSM;WCDMA;LTE;NR,2023-02-17,active
567122,ZTE,ZTE X-26,router,Embedded Linux,GSM;WCDMA;LTE;NR,2023-10-02,active
685941,Xiaomi,Xiaomi X-12,smartphone,Android,GSM;WCDMA;LTE,2020-12-07,active
706403,Oppo,Oppo X-54,smartphone,Android,GSM;WCDMA;LTE;NR,2024-01-03,active
595002,Oppo,Oppo X-33,smartphone,Android,GSM;WCDMA;LTE;NR,2025-12-21,active
540781,Oppo,Oppo X-67,smartphone,Android,GSM;WCDMA;LTE;NR,2023-07-03,active
815894,SimCom,SimCom X-93,iot,RTOS,GSM;WCDMA;NR,2020-03-18,active
512151,Realme,Realme X-38,smartphone,Android,GSM;WCDMA;LTE;NR,2020-05-15,active
806215,Huawei,Huawei X-78,tablet,HarmonyOS,GSM;WCDMA;LTE,2021-04-15,active
462974,Apple,iPhone 11,smartphone,iOS,GSM;WCDMA;LTE,2025-07-20,active
903265,Quectel,Quectel X-40,iot,RTOS,GSM;WCDMA,2020-10-02,active
568127,Realme,Realme X-16,smartphone,Android,GSM;WCDMA;LTE,2020-07-15,active
345722,Samsung,Samsung X-27,smartphone,Android,GSM;WCDMA;LTE;NR,2022-04-27,active
867051,Vivo,Vivo X-86,smartphone,Android,GSM;WCDMA;LTE;NR,2022-04-10,active
250219,SimCom,SimCom X-62,iot,RTOS,GSM;WCDMA,2020-09-19,active
870925,Telit,Telit X-81,iot,RTOS,GSM;WCDMA;NR,2022-11-22,active
499669,Lenovo,Lenovo X-99,tablet,Android,GSM;WCDMA;LTE;NR,2021-05-13,active
292811,Huawei,Huawei X-40,tablet,HarmonyOS,GSM;WCDMA;LTE;NR,2022-12-05,active
944917,Samsung,Samsung X-81,smartphone,Android,GSM;WCDMA;LTE;NR,2023-09-17,active
240606,Xiaomi,Xiaomi X-36,smartphone,Android,GSM;WCDMA;LTE,2020-08-28,active
489102,Realme,Realme X-34,smartphone,Android,GSM;WCDMA;LTE,2023-11-20,active
732209,Samsung,Samsung X-34,smartphone,Android,GSM;WCDMA;LTE;NR,2024-12-22,active
685997,Apple,iPhone 13,smartphone,iOS,GSM;WCDMA;LTE,2020-04-07,active
877493,Oppo,Oppo X-41,smartphone,Android,GSM;WCDMA;LTE;NR,2025-04-13,active
350956,Xiaomi,Xiaomi X-58,smartphone,Android,GSM;WCDMA;LTE;NR,2025-06-10,active
374267,Oppo,Oppo X-69,smartphone,Android,GSM;WCDMA;LTE,2025-08-25,active
980521,Apple,iPhone 13,smartphone,iOS,GSM;WCDMA;LTE,2020-10-28,active
332022,Apple,iPad Mini 6,tablet,iOS,GSM;WCDMA;LTE;NR,2024-12-14,active
409531,Xiaomi,Xiaomi X-39,smartphone,Android,GSM;WCDMA;LTE,2021-08-18,active
786406,Sierra Wireless,Sierra Wireless X-42,iot,Embedded Linux,GSM;WCDMA;NR,2023-12-21,active
875520,Apple,iPhone 13,smartphone,iOS,GSM;WCDMA;LTE,2025-09-16,active
292988,Quectel,Quectel X-77,iot,RTOS,GSM;WCDMA,2020-11-02,active
901467,Apple,iPhone 12,smartphone,iOS,GSM;WCDMA;LTE,2021-01-07,active
630299,Samsung,Samsung X-89,smartphone,Android,GSM;WCDMA;LTE;NR,2024-08-22,active
611552,Vivo,Vivo X-80,smartphone,Android,GSM;WCDMA;LTE;NR,2020-09-24,active
388086,Xiaomi,Xiaomi X-12,smartphone,Android,GSM;WCDMA;LTE;NR,2025-11-14,active
945328,SimCom,SimCom X-23,iot,RTOS,GSM;WCDMA;NR,2024-03-08,active
301255,Lenovo,Lenovo X-55,tablet,Android,GSM;WCDMA;LTE,2023-02-12,active
525750,Apple,iPhone 12,smartphone,iOS,GSM;WCDMA;LTE,2020-11-28,active
781463,Apple,iPad Mini 5,tablet,iOS,GSM;WCDMA;LTE,2023-01-21,active
109909,Apple,iPad Mini 5,tablet,iOS,GSM;WCDMA;LTE;NR,2022-10-28,active
199994,Huawei,Huawei X-39,router,HarmonyOS,GSM;WCDMA;LTE,2025-10-16,active
384263,Samsung,Samsung X-97,smartphone,Android,GSM;WCDMA;LTE;NR,2024-10-22,active
134500,Xiaomi,Xiaomi X-12,smartphone,Android,GSM;WCDMA;LTE;NR,2024-03-25,active
960556,Huawei,Huawei X-19,tablet,HarmonyOS,GSM;WCDMA;LTE,2024-04-19,active
975194,Netgear,Netgear X-59,router,Embedded Linux,GSM;WCDMA;LTE;NR,2021-12-24,active
182237,Xiaomi,Xiaomi X-16,smartphone,Android,GSM;WCDMA;LTE,2021-02-11,active
734565,Huawei,Huawei X-51,tablet,HarmonyOS,GSM;WCDMA;LTE,2022-08-16,active
339220,Oppo,Oppo X-65,smartphone,Android,GSM;WCDMA;LTE,2024-11-13,active
189856,Lenovo,Lenovo X-41,tablet,Android,GSM;WCDMA;LTE;NR,2020-05-05,active
498458,Samsung,Samsung X-59,tablet,Android,GSM;WCDMA;LTE,2020-02-01,active
423241,Xiaomi,Xiaomi X-23,smartphone,Android,GSM;WCDMA;LTE,2021-07-15,active
684041,Oppo,Oppo X-23,smartphone,Android,GSM;WCDMA;LTE,2022-09-03,active
725920,Xiaomi,Xiaomi X-59,smartphone,Android,GSM;WCDMA;LTE,2023-07-25,active
188813,Samsung,Samsung X-83,tablet,Android,GSM;WCDMA;LTE;NR,2025-07-06,active
245584,Xiaomi,Xiaomi X-73,smartphone,Android,GSM;WCDMA;LTE,2021-07-09,active
541557,Samsung,Samsung X-56,smartphone,Android,GSM;WCDMA;LTE,2021-12-21,active
619886,Apple,iPhone 14,smartphone,iOS,GSM;WCDMA;LTE,2022-01-13,active
448354,ZTE,ZTE X-52,router,Embedded Linux,GSM;WCDMA;LTE;NR,2023-11-20,active
242736,Vivo,Vivo X-98,smartphone,Android,GSM;WCDMA;LTE,2022-03-13,active
434640,Realme,Realme X-91,smartphone,Android,GSM;WCDMA;LTE;NR,2024-04-11,active
494322,Oppo,Oppo X-56,smartphone,Android,GSM;WCDMA;LTE,2024-04-19,active
672133,Vivo,Vivo X-13,smartphone,Android,GSM;WCDMA;LTE;NR,2023-12-07,active
559753,Apple,iPad Mini 6,tablet,iOS,GSM;WCDMA;LTE;NR,2025-05-08,active
364955,Huawei,Huawei X-58,tablet,HarmonyOS,GSM;WCDMA;LTE,2024-08-19,active
520274,Realme,Realme X-63,smartphone,Android,GSM;WCDMA;LTE;NR,2022-12-26,active
662986,Samsung,Samsung X-23,smartphone,Android,GSM;WCDMA;LTE;NR,2025-11-12,active
274418,Apple,iPad Mini 6,tablet,iOS,GSM;WCDMA;LTE;NR,2023-06-26,active
551365,Samsung,Samsung X-43,smartphone,Android,GSM;WCDMA;LTE,2025-09-18,active
708717,Samsung,Samsung X-67,tablet,Android,GSM;WCDMA;LTE,2023-11-19,active
823975,Xiaomi,Xiaomi X-13,smartphone,Android,GSM;WCDMA;LTE;NR,2022-07-03,active
221707,TP-Link,TP-Link X-54,router,Embedded Linux,GSM;WCDMA;LTE,2023-04-17,active
606384,Samsung,Samsung X-66,smartphone,Android,GSM;WCDMA;LTE;NR,2023-06-03,active
414849,Realme,Realme X-24,smartphone,Android,GSM;WCDMA;LTE,2022-11-04,active
810032,TP-Link,TP-Link X-76,router,Embedded Linux,GSM;WCDMA;LTE,2021-06-18,active
547080,SimCom,SimCom X-61,iot,RTOS,GSM;WCDMA;NR,2021-11-22,active
553125,Realme,Realme X-88,smartphone,Android,GSM;WCDMA;LTE;NR,2023-10-14,active
507723,Apple,iPhone 12,smartphone,iOS,GSM;WCDMA;LTE,2025-02-19,active
206694,Samsung,Samsung X-56,tablet,Android,GSM;WCDMA;LTE,2023-02-09,active
803281,Netgear,Netgear X-86,router,Embedded Linux,GSM;WCDMA;LTE,2023-10-04,active
464825,Oppo,Oppo X-89,smartphone,Android,GSM;WCDMA;LTE,2025-12-26,active
411893,Quectel,Quectel X-96,iot,RTOS,GSM;WCDMA,2020-04-10,active
222629,Realme,Realme X-28,smartphone,Android,GSM;WCDMA;LTE;NR,2023-10-05,active
702727,Apple,iPhone 14,smartphone,iOS,GSM;WCDMA;LTE;NR,2025-11-06,active
681868,Xiaomi,Xiaomi X-27,smartphone,Android,GSM;WCDMA;LTE,2023-10-02,active
476479,Telit,Telit X-27,iot,RTOS,GSM;WCDMA,2023-09-17,active
784793,Realme,Realme X-72,smartphone,Android,GSM;WCDMA;LTE;NR,2023-08-06,active
186686,Apple,iPhone 13,smartphone,iOS,GSM;WCDMA;LTE,2021-09-10,active
276379,Huawei,Huawei X-80,tablet,HarmonyOS,GSM;WCDMA;LTE;NR,2024-02-09,active
912764,Xiaomi,Xiaomi X-79,smartphone,Android,GSM;WCDMA;LTE;NR,2020-12-15,active
672892,Oppo,Oppo X-23,smartphone,Android,GSM;WCDMA;LTE;NR,2025-04-10,active
133796,Xiaomi,Xiaomi X-21,smartphone,Android,GSM;WCDMA;LTE;NR,2020-04-07,active
950083,Lenovo,Lenovo X-88,tablet,Android,GSM;WCDMA;LTE;NR,2021-10-05,active
922974,Apple,iPhone 11,smartphone,iOS,GSM;WCDMA;LTE;NR,2024-05-20,active
664939,Realme,Realme X-47,smartphone,Android,GSM;WCDMA;LTE,2022-09-22,active
954779,Oppo,Oppo X-17,smartphone,Android,GSM;WCDMA;LTE;NR,2025-03-23,active
239136,Realme,Realme X-51,smartphone,Android,GSM;WCDMA;LTE;NR,2025-07-16,active
249077,Xiaomi,Xiaomi X-90,smartphone,Android,GSM;WCDMA;LTE;NR,2023-02-21,active
933197,Huawei,Huawei X-61,router,HarmonyOS,GSM;WCDMA;LTE;NR,2022-12-12,active
576782,Sierra Wireless,Sierra Wireless X-84,iot,Embedded Linux,GSM;WCDMA,2025-02-24,active
580718,Lenovo,Lenovo X-18,tablet,Android,GSM;WCDMA;LTE;NR,2023-04-14,active
964915,Xiaomi,Xiaomi X-51,smartphone,Android,GSM;WCDMA;LTE;NR,2022-09-19,active
236937,Oppo,Oppo X-53,smartphone,Android,GSM;WCDMA;LTE;NR,2020-01-04,active
756596,Huawei,Huawei X-12,tablet,HarmonyOS,GSM;WCDMA;LTE,2021-08-15,active
100708,Telit,Telit X-35,iot,RTOS,GSM;WCDMA;NR,2021-11-10,active
266699,Netgear,Netgear X-21,router,Embedded Linux,GSM;WCDMA;LTE;NR,2022-02-12,active
796787,SimCom,SimCom X-16,iot,RTOS,GSM;WCDMA,2022-12-23,active
891918,Realme,Realme X-21,smartphone,Android,GSM;WCDMA;LTE;NR,2020-04-16,active
181724,Apple,iPhone 15,smartphone,iOS,GSM;WCDMA;LTE;NR,2020-01-23,active
460263,ZTE,ZTE X-98,router,Embedded Linux,GSM;WCDMA;LTE,2020-04-13,active
193670,Apple,iPad Mini 5,tablet,iOS,GSM;WCDMA;LTE,2022-03-13,active
911032,TP-Link,TP-Link X-92,router,Embedded Linux,GSM;WCDMA;LTE;NR,2021-02-17,active
690653,Realme,Realme X-31,smartphone,Android,GSM;WCDMA;LTE;NR,2025-04-21,active
884616,Oppo,Oppo X-88,smartphone,Android,GSM;WCDMA;LTE;NR,2021-02-04,active
246814,Huawei,Huawei X-54,tablet,HarmonyOS,GSM;WCDMA;LTE;NR,2022-03-08,active
390421,Samsung,Samsung X-80,tablet,Android,GSM;WCDMA;LTE;NR,2025-10-10,active
916808,Quectel,Quectel X-94,iot,RTOS,GSM;WCDMA;NR,2021-09-20,active
634273,Oppo,Oppo X-47,smartphone,Android,GSM;WCDMA;LTE;NR,2021-08-13,active
218220,Realme,Realme X-86,smartphone,Android,GSM;WCDMA;LTE,2020-06-11,active
238394,Vivo,Vivo X-63,smartphone,Android,GSM;WCDMA;LTE,2025-03-25,active
593894,Quectel,Quectel X-12,iot,RTOS,GSM;WCDMA;NR,2020-05-07,active
141761,Telit,Telit X-74,iot,RTOS,GSM;WCDMA,2025-09-25,active
535612,Oppo,Oppo X-20,smartphone,Android,GSM;WCDMA;LTE;NR,2024-10-05,active
390946,Samsung,Samsung X-75,smartphone,Android,GSM;WCDMA;LTE;NR,2021-09-11,active
509711,Realme,Realme X-97,smartphone,Android,GSM;WCDMA;LTE;NR,2022-12-14,active
865416,SimCom,SimCom X-17,iot,RTOS,GSM;WCDMA,2023-02-15,active
742039,Lenovo,Lenovo X-95,tablet,Android,GSM;WCDMA;LTE;NR,2025-03-04,active
113280,Apple,iPad Mini 5,tablet,iOS,GSM;WCDMA;LTE;NR,2024-09-26,active
962460,Samsung,Samsung X-57,tablet,Android,GSM;WCDMA;LTE,2022-12-04,active
908903,Netgear,Netgear X-64,router,Embedded Linux,GSM;WCDMA;LTE,2020-05-23,active
704663,Huawei,Huawei X-68,tablet,HarmonyOS,GSM;WCDMA;LTE;NR,2020-08-28,active
694423,Apple,iPhone 13,smartphone,iOS,GSM;WCDMA;LTE;NR,2024-11-24,active
220936,Vivo,Vivo X-10,smartphone,Android,GSM;WCDMA;LTE,2020-04-02,active
594681,Apple,iPhone 12,smartphone,iOS,GSM;WCDMA;LTE;NR,2020-09-26,active
848705,Huawei,Huawei X-38,tablet,HarmonyOS,GSM;WCDMA;LTE,2023-12-11,active
384434,Netgear,Netgear X-25,router,Embedded Linux,GSM;WCDMA;LTE;NR,2020-03-08,active
943409,Samsung,Samsung X-61,smartphone,Android,GSM;WCDMA;LTE,2023-05-25,active
985885,Samsung,Samsung X-80,smartphone,Android,GSM;WCDMA;LTE;NR,2022-04-10,active
691194,Samsung,Samsung X-69,tablet,Android,GSM;WCDMA;LTE,2023-04-24,active
673108,Samsung,Samsung X-29,tablet,Android,GSM;WCDMA;LTE,2023-01-08,active
667851,Realme,Realme X-11,smartphone,Android,GSM;WCDMA;LTE;NR,2020-11-13,active
990247,Lenovo,Lenovo X-23,tablet,Android,GSM;WCDMA;LTE,2021-07-16,active
162804,SimCom,SimCom X-45,iot,RTOS,GSM;WCDMA,2021-09-14,active
834891,ZTE,ZTE X-20,router,Embedded Linux,GSM;WCDMA;LTE;NR,2024-03-21,active
959793,Vivo,Vivo X-82,smartphone,Android,GSM;WCDMA;LTE,2025-03-08,active
405844,Xiaomi,Xiaomi X-60,smartphone,Android,GSM;WCDMA;LTE;NR,2025-06-11,active
574751,Samsung,Samsung X-35,smartphone,Android,GSM;WCDMA;LTE,2024-02-05,active
210790,Oppo,Oppo X-50,smartphone,Android,GSM;WCDMA;LTE;NR,2024-06-25,active
317722,Oppo,Oppo X-43,smartphone,Android,GSM;WCDMA;LTE;NR,2020-03-26,active
819380,Realme,Realme X-99,smartphone,Android,GSM;WCDMA;LTE;NR,2021-06-05,active
195643,Lenovo,Lenovo X-60,tablet,Android,GSM;WCDMA;LTE;NR,2025-05-09,active
959926,Quectel,Quectel X-61,iot,RTOS,GSM;WCDMA;NR,2024-12-18,active
361989,Samsung,Samsung X-27,smartphone,Android,GSM;WCDMA;LTE,2020-04-05,active
307757,Netgear,Netgear X-97,router,Embedded Linux,GSM;WCDMA;LTE;NR,2025-02-19,active
714590,Samsung,Samsung X-12,smartphone,Android,GSM;WCDMA;LTE;NR,2021-11-15,active
948611,Xiaomi,Xiaomi X-25,smartphone,Android,GSM;WCDMA;LTE,2023-01-06,active
701761,Realme,Realme X-60,smartphone,Android,GSM;WCDMA;LTE;NR,2023-11-14,active
281201,Apple,iPhone 13,smartphone,iOS,GSM;WCDMA;LTE,2021-01-20,active
749253,Lenovo,Lenovo X-73,tablet,Android,GSM;WCDMA;LTE;NR,2024-08-02,active
191982,Apple,iPhone 14,smartphone,iOS,GSM;WCDMA;LTE,2024-04-21,active
941134,Samsung,Samsung X-58,smartphone,Android,GSM;WCDMA;LTE;NR,2022-08-18,active
919394,Vivo,Vivo X-74,smartphone,Android,GSM;WCDMA;LTE,2022-03-01,active
434367,Samsung,Samsung X-45,smartphone,Android,GSM;WCDMA;LTE,2023-09-12,active
904092,Apple,iPhone 12,smartphone,iOS,GSM;WCDMA;LTE,2025-04-09,active
659614,Huawei,Huawei X-38,router,HarmonyOS,GSM;WCDMA;LTE;NR,2023-06-27,active
986278,Apple,iPhone 15,smartphone,iOS,GSM;WCDMA;LTE,2025-12-12,active
720298,Realme,Realme X-55,smartphone,Android,GSM;WCDMA;LTE;NR,2024-03-19,active
297377,ZTE,ZTE X-79,router,Embedded Linux,GSM;WCDMA;LTE,2023-01-03,active
158896,Apple,iPhone 11,smartphone,iOS,GSM;WCDMA;LTE;NR,2020-06-20,active
311250,Netgear,Netgear X-32,router,Embedded Linux,GSM;WCDMA;LTE;NR,2022-01-01,active
254887,Apple,iPhone 11,smartphone,iOS,GSM;WCDMA;LTE;NR,2022-02-12,active
838761,Telit,Telit X-85,iot,RTOS,GSM;WCDMA,2022-06-05,active
265154,Huawei,Huawei X-91,tablet,HarmonyOS,GSM;WCDMA;LTE;NR,2025-06-06,active
841535,Sierra Wireless,Sierra Wireless X-38,iot,Embedded Linux,GSM;WCDMA;NR,2021-07-10,active
869649,Samsung,Samsung X-32,tablet,Android,GSM;WCDMA;LTE;NR,2025-10-13,active
992083,Quectel,Quectel X-33,iot,RTOS,GSM;WCDMA;NR,2024-04-21,active
693022,Oppo,Oppo X-28,smartphone,Android,GSM;WCDMA;LTE,2020-04-12,active
435039,Samsung,Samsung X-95,smartphone,Android,GSM;WCDMA;LTE;NR,2022-08-01,active
378095,Realme,Realme X-18,smartphone,Android,GSM;WCDMA;LTE,2020-12-01,active
150486,Realme,Realme X-63,smartphone,Android,GSM;WCDMA;LTE;NR,2023-08-13,active
468292,Samsung,Samsung X-71,smartphone,Android,GSM;WCDMA;LTE;NR,2024-11-25,active
820539,Oppo,Oppo X-19,smartphone,Android,GSM;WCDMA;LTE;NR,2020-05-01,active
434198,Samsung,Samsung X-19,smartphone,Android,GSM;WCDMA;LTE,2023-03-24,active
178645,Samsung,Samsung X-53,smartphone,Android,GSM;WCDMA;LTE;NR,2024-08-23,active
132498,Realme,Realme X-31,smartphone,Android,GSM;WCDMA;LTE;NR,2023-03-02,active
206176,Apple,iPhone 14,smartphone,iOS,GSM;WCDMA;LTE;NR,2025-12-18,active
378150,Lenovo,Lenovo X-40,tablet,Android,GSM;WCDMA;LTE,2023-10-18,active
980651,Samsung,Samsung X-56,smartphone,Android,GSM;WCDMA;LTE,2020-05-27,active
794178,Huawei,Huawei X-35,tablet,HarmonyOS,GSM;WCDMA;LTE,2021-03-21,active
405986,Telit,Telit X-24,iot,RTOS,GSM;WCDMA,2023-08-16,active
793150,Realme,Realme X-79,smartphone,Android,GSM;WCDMA;LTE,2022-07-12,active
295646,Xiaomi,Xiaomi X-66,smartphone,Android,GSM;WCDMA;LTE;NR,2021-05-19,active
164633,Realme,Realme X-95,smartphone,Android,GSM;WCDMA;LTE,2025-06-26,active
667750,Vivo,Vivo X-39,smartphone,Android,GSM;WCDMA;LTE;NR,2023-09-14,active
661527,Huawei,Huawei X-83,tablet,HarmonyOS,GSM;WCDMA;LTE;NR,2023-05-03,active
513982,Quectel,Quectel X-74,iot,RTOS,GSM;WCDMA;NR,2024-10-22,active
750403,Oppo,Oppo X-32,smartphone,Android,GSM;WCDMA;LTE;NR,2021-04-26,active
302087,Oppo,Oppo X-20,smartphone,Android,GSM;WCDMA;LTE;NR,2023-04-27,active
757694,Vivo,Vivo X-43,smartphone,Android,GSM;WCDMA;LTE,2025-02-03,active
506951,Vivo,Vivo X-51,smartphone,Android,GSM;WCDMA;LTE;NR,2024-08-28,active
112964,Huawei,Huawei X-24,tablet,HarmonyOS,GSM;WCDMA;LTE;NR,2021-10-19,active
710981,Apple,iPad Mini 6,tablet,iOS,GSM;WCDMA;LTE;NR,2022-09-12,active
530849,Realme,Realme X-72,smartphone,Android,GSM;WCDMA;LTE;NR,2023-01-06,active
388792,Vivo,Vivo X-87,smartphone,Android,GSM;WCDMA;LTE;NR,2023-01-13,active
447596,Apple,iPad Mini 5,tablet,iOS,GSM;WCDMA;LTE;NR,2020-06-27,active
932204,Xiaomi,Xiaomi X-72,smartphone,Android,GSM;WCDMA;LTE;NR,2025-02-28,active
339030,Realme,Realme X-66,smartphone,Android,GSM;WCDMA;LTE;NR,2022-05-24,active
537017,Apple,iPad Mini 5,tablet,iOS,GSM;WCDMA;LTE,2023-12-16,active
896386,Xiaomi,Xiaomi X-17,smartphone,Android,GSM;WCDMA;LTE;NR,2021-02-10,active
844037,Apple,iPhone 15,smartphone,iOS,GSM;WCDMA;LTE;NR,2020-03-07,active
973390,Samsung,Samsung X-41,smartphone,Android,GSM;WCDMA;LTE,2020-06-23,active
308781,Oppo,Oppo X-74,smartphone,Android,GSM;WCDMA;LTE,2020-11-01,active
353690,Vivo,Vivo X-67,smartphone,Android,GSM;WCDMA;LTE,2023-10-18,active
466749,Xiaomi,Xiaomi X-98,smartphone,Android,GSM;WCDMA;LTE,2020-07-02,active
270820,TP-Link,TP-Link X-38,router,Embedded Linux,GSM;WCDMA;LTE;NR,2025-04-09,active
783238,Samsung,Samsung X-97,smartphone,Android,GSM;WCDMA;LTE,2021-11-06,active
730343,TP-Link,TP-Link X-42,router,Embedded Linux,GSM;WCDMA;LTE;NR,2022-12-23,active
773962,Oppo,Oppo X-54,smartphone,Android,GSM;WCDMA;LTE;NR,2021-08-10,active
810091,Vivo,Vivo X-60,smartphone,Android,GSM;WCDMA;LTE;NR,2020-09-22,active
984247,Netgear,Netgear X-48,router,Embedded Linux,GSM;WCDMA;LTE;NR,2023-02-11,active
389913,Lenovo,Lenovo X-43,tablet,Android,GSM;WCDMA;LTE;NR,2025-05-07,active
257212,Apple,iPhone 11,smartphone,iOS,GSM;WCDMA;LTE;NR,2024-07-22,active
435109,Apple,iPad Mini 5,tablet,iOS,GSM;WCDMA;LTE,2023-07-13,active
872519,Realme,Realme X-83,smartphone,Android,GSM;WCDMA;LTE;NR,2022-12-23,active
333164,Huawei,Huawei X-95,tablet,HarmonyOS,GSM;WCDMA;LTE,2022-03-27,active
789558,TP-Link,TP-Link X-47,router,Embedded Linux,GSM;WCDMA;LTE,2021-12-09,active
860413,TP-Link,TP-Link X-97,router,Embedded Linux,GSM;WCDMA;LTE;NR,2025-02-08,active
472541,Xiaomi,Xiaomi X-63,smartphone,Android,GSM;WCDMA;LTE;NR,2022-06-09,active
714015,Samsung,Samsung X-70,smartphone,Android,GSM;WCDMA;LTE,2025-10-19,active
750803,Apple,iPhone 15,smartphone,iOS,GSM;WCDMA;LTE,2025-07-17,active
412848,Apple,iPhone 12,smartphone,iOS,GSM;WCDMA;LTE;NR,2022-07-19,active
579798,Realme,Realme X-33,smartphone,Android,GSM;WCDMA;LTE;NR,2023-06-21,active
285413,Samsung,Samsung X-10,smartphone,Android,GSM;WCDMA;LTE;NR,2021-03-19,active
901619,Samsung,Samsung X-26,smartphone,Android,GSM;WCDMA;LTE;NR,2025-07-13,active
549865,Telit,Telit X-10,iot,RTOS,GSM;WCDMA,2021-12-12,active
114760,TP-Link,TP-Link X-12,router,Embedded Linux,GSM;WCDMA;LTE;NR,2025-12-08,active
337256,Lenovo,Lenovo X-49,tablet,Android,GSM;WCDMA;LTE,2023-09-19,active
420984,Samsung,Samsung X-48,smartphone,Android,GSM;WCDMA;LTE;NR,2023-12-17,active
725339,Oppo,Oppo X-97,smartphone,Android,GSM;WCDMA;LTE;NR,2022-08-12,active
886553,Oppo,Oppo X-12,smartphone,Android,GSM;WCDMA;LTE,2025-03-07,active
869735,Vivo,Vivo X-31,smartphone,Android,GSM;WCDMA;LTE,2025-11-26,active
139178,Realme,Realme X-42,smartphone,Android,GSM;WCDMA;LTE;NR,2024-01-20,active
150290,Apple,iPad Mini 6,tablet,iOS,GSM;WCDMA;LTE,2023-07-04,active
673867,Realme,Realme X-29,smartphone,Android,GSM;WCDMA;LTE,2025-11-01,active
415743,Samsung,Samsung X-94,smartphone,Android,GSM;WCDMA;LTE;NR,2024-10-23,active
243826,Samsung,Samsung X-75,smartphone,Android,GSM;WCDMA;LTE;NR,2020-05-04,active
922880,Apple,iPhone 15,smartphone,iOS,GSM;WCDMA;LTE,2022-09-07,active
475308,Lenovo,Lenovo X-30,tablet,Android,GSM;WCDMA;LTE,2023-04-23,active
604012,Samsung,Samsung X-11,smartphone,Android,GSM;WCDMA;LTE;NR,2020-10-22,active
618105,Samsung,Samsung X-75,smartphone,Android,GSM;WCDMA;LTE,2025-02-09,active
